a,negskew,duvol,Date,year,month,country,GDP,corruption,governmentEffectiveness,politicalStability,regulatoryQuality,ruleOfLaw,voiceAccountability,geopoliticalRisk,gdpPerCapita,gdpGrowth,negskew_annual,duvol_annual
1/1/2018,-1.406994713,-0.192280734,1/1/2018,2018,113,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
2/1/2018,0.155338727,0.198522114,2/1/2018,2018,114,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
3/1/2018,-0.378499943,-0.028474635,3/1/2018,2018,115,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
4/1/2018,1.286664856,0.336499762,4/1/2018,2018,116,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
5/1/2018,1.228638006,0.382405551,5/1/2018,2018,117,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
6/1/2018,0.044248391,0.077295653,6/1/2018,2018,118,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
7/1/2018,0.360503703,0.080177699,7/1/2018,2018,119,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
8/1/2018,-0.226246684,-0.059961979,8/1/2018,2018,120,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
9/1/2018,0.183884084,-0.009231942,9/1/2018,2018,121,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
10/1/2018,0.609031651,0.166198435,10/1/2018,2018,122,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
11/1/2018,-0.656314746,-0.008338549,11/1/2018,2018,123,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
12/1/2018,2.60643941,0.343628973,12/1/2018,2018,124,Romania,24538.07755,-0.12,-0.253441751,0.059308205,0.45,0.33,0.45778054,,11532.06349,3.953810542,3.025488105,0.584369657
1/1/2019,1.266825037,0.211384281,1/1/2019,2019,125,Romania,,,,,,,,,,,1.606512198,0.305294387
2/1/2019,-0.99160867,-0.044341241,2/1/2019,2019,126,Romania,,,,,,,,,,,1.606512198,0.305294387
3/1/2019,-0.748901805,-0.207474929,3/1/2019,2019,127,Romania,,,,,,,,,,,1.606512198,0.305294387
4/1/2019,0.67476354,0.116440752,4/1/2019,2019,128,Romania,,,,,,,,,,,1.606512198,0.305294387
5/1/2019,-2.096557663,-0.604684783,5/1/2019,2019,129,Romania,,,,,,,,,,,1.606512198,0.305294387
6/1/2019,-0.074967306,-0.017733758,6/1/2019,2019,130,Romania,,,,,,,,,,,1.606512198,0.305294387
7/1/2019,-1.160506811,-0.293022775,7/1/2019,2019,131,Romania,,,,,,,,,,,1.606512198,0.305294387
8/1/2019,0.028197732,0.051206171,8/1/2019,2019,132,Romania,,,,,,,,,,,1.606512198,0.305294387
9/1/2019,1.142768326,0.433465731,9/1/2019,2019,133,Romania,,,,,,,,,,,1.606512198,0.305294387
10/1/2019,0.70022122,0.196269315,10/1/2019,2019,134,Romania,,,,,,,,,,,1.606512198,0.305294387
11/1/2019,0.503041495,-0.010115996,11/1/2019,2019,135,Romania,,,,,,,,,,,1.606512198,0.305294387
1/1/2000,0.741915588,0.136102769,1/1/2000,2000,0,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
2/1/2000,1.570659256,0.528871622,2/1/2000,2000,1,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
3/1/2000,-1.224596023,-0.578791626,3/1/2000,2000,2,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
4/1/2000,1.169382599,0.305147979,4/1/2000,2000,3,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
5/1/2000,2.179275921,0.865323062,5/1/2000,2000,4,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
6/1/2000,1.192988101,0.411344993,6/1/2000,2000,5,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
7/1/2000,0.918379053,0.11107623,7/1/2000,2000,6,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
8/1/2000,1.540290097,0.307808874,8/1/2000,2000,7,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
9/1/2000,-2.229420804,-0.660481514,9/1/2000,2000,8,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
10/1/2000,-0.477538931,-0.225489862,10/1/2000,2000,9,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
11/1/2000,-0.072539789,-0.10864098,11/1/2000,2000,10,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
12/1/2000,2.913432505,0.36099667,12/1/2000,2000,11,Jordan,7308.678426,0.08,-0.015782576,0.000683535,0.26,0.37,-0.284868985,,2838.665055,4.2452474,0.472382007,-0.035794048
1/1/2001,-1.595241605,-0.621695542,1/1/2001,2001,12,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
2/1/2001,-2.617773748,-0.36303107,2/1/2001,2001,13,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
3/1/2001,-2.770849769,-0.562843968,3/1/2001,2001,14,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
4/1/2001,-0.883036538,-0.455921283,4/1/2001,2001,15,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
5/1/2001,-2.281292297,-0.734232742,5/1/2001,2001,16,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
6/1/2001,-1.921844047,-0.751942496,6/1/2001,2001,17,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
7/1/2001,-2.408743974,-1.084469337,7/1/2001,2001,18,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
8/1/2001,0.796226681,0.061684789,8/1/2001,2001,19,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
9/1/2001,1.571514783,0.345674534,9/1/2001,2001,20,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
10/1/2001,-1.302701394,-0.486106186,10/1/2001,2001,21,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
11/1/2001,-3.595734549,-0.992597968,11/1/2001,2001,22,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
12/1/2001,0.357485071,-0.095156232,12/1/2001,2001,23,Jordan,7553.884418,,,,,,,,2933.902202,5.268616307,-1.565287781,-0.266717964
1/1/2002,-1.09036754,-0.366173431,1/1/2002,2002,24,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
2/1/2002,-1.104571699,-0.242952427,2/1/2002,2002,25,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
3/1/2002,0.098970124,-0.294491098,3/1/2002,2002,26,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
4/1/2002,-2.224785518,-0.574536811,4/1/2002,2002,27,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
5/1/2002,3.17230813,0.67358768,5/1/2002,2002,28,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
6/1/2002,-1.559241283,-0.294263263,6/1/2002,2002,29,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
7/1/2002,1.538967222,0.185697565,7/1/2002,2002,30,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
8/1/2002,1.159762622,0.370475115,8/1/2002,2002,31,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
9/1/2002,2.581798902,0.306862656,9/1/2002,2002,32,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
10/1/2002,4.046357966,0.817794436,10/1/2002,2002,33,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
11/1/2002,-0.643399977,-0.428073605,11/1/2002,2002,34,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
12/1/2002,0.785477,0.241467858,12/1/2002,2002,35,Jordan,7840.307803,-0.05,0.106583416,-0.461081803,0.04,0.11,-0.796563566,,3045.14804,5.78448103,1.004024071,0.213009023
1/1/2003,-2.084889976,-0.448180475,1/1/2003,2003,36,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
2/1/2003,2.36451805,0.815701085,2/1/2003,2003,37,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
3/1/2003,-1.806881885,-0.532880624,3/1/2003,2003,38,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
4/1/2003,-3.22037078,-1.089025506,4/1/2003,2003,39,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
5/1/2003,-1.726071961,-0.841743613,5/1/2003,2003,40,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
6/1/2003,-2.450627418,-0.876057112,6/1/2003,2003,41,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
7/1/2003,-1.481351293,-0.472695769,7/1/2003,2003,42,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
8/1/2003,-1.415189521,-0.623910806,8/1/2003,2003,43,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
9/1/2003,-1.363091429,-0.292129884,9/1/2003,2003,44,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
10/1/2003,1.709111657,0.375832358,10/1/2003,2003,45,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
11/1/2003,-2.148215138,-1.97382648,11/1/2003,2003,46,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
12/1/2003,-2.311691509,-0.741380911,12/1/2003,2003,47,Jordan,7991.428496,0.31,0.212870896,-0.073603451,0.21,0.36,-0.634042144,,3103.842787,4.161049725,-0.04456815,-0.032991429
1/1/2004,-1.2945186,-0.613122611,1/1/2004,2004,48,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
2/1/2004,-0.261586589,-0.013046683,2/1/2004,2004,49,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
3/1/2004,-0.384955855,-0.321059352,3/1/2004,2004,50,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
4/1/2004,-0.38984045,-0.316093383,4/1/2004,2004,51,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
5/1/2004,-2.088099589,-0.628359647,5/1/2004,2004,52,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
6/1/2004,-1.896500598,-0.73446752,6/1/2004,2004,53,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
7/1/2004,-1.5253871,-0.589288742,7/1/2004,2004,54,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
8/1/2004,-0.110081459,-0.152771084,8/1/2004,2004,55,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
9/1/2004,-2.777597274,-1.331435565,9/1/2004,2004,56,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
10/1/2004,-1.972605592,-0.680630059,10/1/2004,2004,57,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
11/1/2004,-2.823332839,-1.951227656,11/1/2004,2004,58,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
12/1/2004,1.923890144,0.33396718,12/1/2004,2004,59,Jordan,8448.746723,0.26,0.060984232,-0.234769151,0.29,0.32,-0.549854517,,3281.463581,8.567298292,-0.611132811,-0.192356882
1/1/2005,-3.590427127,-0.823628758,1/1/2005,2005,60,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
2/1/2005,0.825552908,0.04746878,2/1/2005,2005,61,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
3/1/2005,-0.90706719,-0.353014898,3/1/2005,2005,62,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
4/1/2005,-1.808630323,-1.080061992,4/1/2005,2005,63,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
5/1/2005,0.568101463,0.000432119,5/1/2005,2005,64,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
6/1/2005,-1.767516524,-0.328086865,6/1/2005,2005,65,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
7/1/2005,-0.51896117,-0.210774788,7/1/2005,2005,66,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
8/1/2005,-1.841561631,-0.204072974,8/1/2005,2005,67,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
9/1/2005,2.486395818,0.26137336,9/1/2005,2005,68,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
10/1/2005,-0.775961551,-0.105069959,10/1/2005,2005,69,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
11/1/2005,0.238294892,-0.097461863,11/1/2005,2005,70,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
12/1/2005,2.961008328,0.761266971,12/1/2005,2005,71,Jordan,8843.234398,0.26,0.028204447,-0.133757681,0.1,0.33,-0.514288366,,3434.68121,8.146582942,-0.480277885,0.117543079
1/1/2006,0.880042453,0.0224105,1/1/2006,2006,72,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
2/1/2006,1.349329849,0.265721838,2/1/2006,2006,73,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
3/1/2006,1.059496253,-0.078776072,3/1/2006,2006,74,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
4/1/2006,-1.340181269,-0.261389853,4/1/2006,2006,75,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
5/1/2006,-0.875041937,-0.220748633,5/1/2006,2006,76,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
6/1/2006,1.023290339,0.29907825,6/1/2006,2006,77,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
7/1/2006,0.889118139,0.196835667,7/1/2006,2006,78,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
8/1/2006,-1.554362903,-0.545852649,8/1/2006,2006,79,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
9/1/2006,1.12649037,0.325397777,9/1/2006,2006,80,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
10/1/2006,-0.142522422,-0.35013804,10/1/2006,2006,81,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
11/1/2006,1.224618221,0.023420999,11/1/2006,2006,82,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
12/1/2006,0.069048947,-0.220655565,12/1/2006,2006,83,Jordan,9198.53618,0.26,0.20251359,-0.763257384,0.33,0.33,-0.717004716,,3572.679176,8.09333143,0.247680289,-0.088093909
1/1/2007,-0.769969823,-0.060959747,1/1/2007,2007,84,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
2/1/2007,-1.072512499,-0.3522895,2/1/2007,2007,85,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
3/1/2007,1.034875297,0.096930395,3/1/2007,2007,86,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
4/1/2007,1.902998603,0.150117298,4/1/2007,2007,87,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
5/1/2007,-1.81852862,-0.796340159,5/1/2007,2007,88,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
6/1/2007,-0.744376778,-0.248490211,6/1/2007,2007,89,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
7/1/2007,2.313249714,0.481131065,7/1/2007,2007,90,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
8/1/2007,0.304692207,0.229087001,8/1/2007,2007,91,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
9/1/2007,-1.30080849,-0.447997344,9/1/2007,2007,92,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
10/1/2007,-2.010156151,-0.889059767,10/1/2007,2007,93,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
11/1/2007,-0.375450272,0.193790586,11/1/2007,2007,94,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
12/1/2007,-0.907781095,-0.380645434,12/1/2007,2007,95,Jordan,9531.038424,0.26,0.226626083,-0.299698919,0.31,0.39,-0.67678076,,3701.82188,8.175719103,-1.662764744,-0.629023422
1/1/2008,-0.460089469,0.151830176,1/1/2008,2008,96,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
2/1/2008,0.783695715,0.178295202,2/1/2008,2008,97,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
3/1/2008,1.319126981,0.595159832,3/1/2008,2008,98,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
4/1/2008,-0.071803356,0.076887812,4/1/2008,2008,99,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
5/1/2008,-1.361447299,-0.333079475,5/1/2008,2008,100,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
6/1/2008,-0.551100953,0.035198906,6/1/2008,2008,101,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
7/1/2008,-0.541908274,-0.074628216,7/1/2008,2008,102,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
8/1/2008,-0.029740797,-0.237280064,8/1/2008,2008,103,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
9/1/2008,-0.244862942,-0.311126746,9/1/2008,2008,104,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
10/1/2008,0.495033776,0.122348345,10/1/2008,2008,105,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
11/1/2008,0.86047545,0.172525757,11/1/2008,2008,106,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
12/1/2008,0.010974393,-0.014134614,12/1/2008,2008,107,Jordan,9750.848903,0.36,0.228668809,-0.369225621,0.32,0.41,-0.737368822,,3787.195499,7.232408413,0.582189714,0.227960135
1/1/2009,0.024766836,0.204218799,1/1/2009,2009,108,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
2/1/2009,1.283409727,0.482785249,2/1/2009,2009,109,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
3/1/2009,-0.489569469,-0.051230904,3/1/2009,2009,110,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
4/1/2009,-1.116619077,-0.593505291,4/1/2009,2009,111,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
5/1/2009,-1.16493554,-0.384683478,5/1/2009,2009,112,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
6/1/2009,0.146612684,-0.038424519,6/1/2009,2009,113,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
7/1/2009,0.365797823,0.060394669,7/1/2009,2009,114,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
8/1/2009,0.077587081,-0.149506309,8/1/2009,2009,115,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
9/1/2009,0.489535871,-0.104036099,9/1/2009,2009,116,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
10/1/2009,0.572228449,0.1073951,10/1/2009,2009,117,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
11/1/2009,-0.975583124,-0.213032647,11/1/2009,2009,118,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
12/1/2009,-0.019101901,-0.061799111,12/1/2009,2009,119,Jordan,9782.377513,0.16,0.235815778,-0.354287297,0.27,0.25,-0.784595072,,3799.441101,5.476580856,-0.082228481,-0.171270402
1/1/2010,0.262737846,0.105118784,1/1/2010,2010,120,Jordan,9500.892393,0.04,0.103684478,-0.31249252,0.23,0.19,-0.799326241,,3690.113268,2.311392415,-0.537674208,-0.317651219
